[CORESWAP] dll=E:\PYTHON\CoreSwap\versions\1.20.1\cpp\build-msvc\bin\block_probe.exe size=370688
[COMP] barrier -36 -0.015120
[COMP] barrier -32 0.100854
[COMP] barrier -28 0.157711
[COMP] barrier -24 0.184883
[COMP] barrier -20 0.255907
[COMP] barrier -16 0.422355
[COMP] barrier -12 0.555730
[COMP] barrier -8 0.543403
[COMP] barrier -4 0.415053
[COMP] barrier 0 0.373435
[COMP] barrier 4 0.481147
[COMP] barrier 8 0.447805
[COMP] barrier 12 0.232635
[COMP] barrier 16 0.004098
[COMP] barrier 20 0.014479
[COMP] barrier 24 0.165312
[COMP] barrier 28 0.269288
[COMP] barrier 32 0.195468
[COMP] barrier 36 0.027971
[COMP] barrier 40 0.013082
[COMP] barrier 44 0.086377
[COMP] barrier 48 0.171938
[COMP] barrier 52 0.127195
[COMP] barrier 56 -0.037102
[COMP] barrier 60 -0.199598
[COMP] barrier 64 -0.111279
[COMP] barrier 68 0.186279
[COMP] barrier 72 0.261780
[COMP] barrier 76 0.089002
[COMP] barrier 80 -0.132763
[COMP] barrier 84 -0.042122
[COMP] barrier 88 0.348920
[COMP] barrier 92 0.652150
[COMP] barrier 96 0.632682
[COMP] barrier 100 0.306124
[COMP] barrier 104 0.004888
[COMP] barrier 108 0.025731
[COMP] barrier 112 0.176535
[COMP] barrier 116 0.197805
[COMP] barrier 120 0.117342
[COMP] barrier 124 0.028991
[COMP] barrier 128 0.089130
[COMP] barrier 132 0.151909
[COMP] barrier 136 0.087661
[COMP] barrier 140 -0.007170
[COMP] barrier 144 -0.097420
[COMP] barrier 148 -0.081494
[COMP] barrier 152 -0.077434
[COMP] barrier 156 -0.258769
[COMP] barrier 160 -0.503871
[COMP] barrier 164 -0.759929
[COMP] barrier 168 -0.926933
[COMP] barrier 172 -1.024786
[COMP] barrier 176 -1.047339
[COMP] barrier 180 -0.928302
[COMP] barrier 184 -0.669102
[COMP] barrier 188 -0.328301
[COMP] barrier 192 -0.166160
[COMP] barrier 196 -0.183806
[COMP] barrier 200 -0.168272
[COMP] barrier 204 -0.014163
[COMP] barrier 208 0.253436
[COMP] barrier 212 0.544699
[COMP] barrier 216 0.582575
[COMP] barrier 220 0.362204
[COMP] barrier 224 0.097656
[COMP] barrier 228 -0.112607
[COMP] barrier 232 -0.234591
[COMP] barrier 236 -0.363437
[COMP] barrier 240 -0.330398
[COMP] barrier 244 -0.066847
[COMP] barrier 248 0.212344
[COMP] barrier 252 0.304557
[COMP] barrier 256 -0.017035
[COMP] barrier 260 -0.444275
[COMP] barrier 264 -0.611482
[COMP] barrier 268 -0.528054
[COMP] barrier 272 -0.320598
[COMP] barrier 276 -0.071958
[COMP] barrier 280 0.015964
[COMP] barrier 284 0.102867
[COMP] barrier 288 0.264211
[COMP] barrier 292 0.335800
[COMP] barrier 296 0.437682
[COMP] barrier 300 0.353773
[COMP] barrier 304 -0.031125
[COMP] barrier 308 -0.461487
[COMP] barrier 312 -0.780456
[COMP] barrier 316 -0.706628
[COMP] fluid_level_floodedness -64 0.102828
[COMP] fluid_level_floodedness -60 0.100608
[COMP] fluid_level_floodedness -56 0.098926
[COMP] fluid_level_floodedness -52 0.097171
[COMP] fluid_level_floodedness -48 0.095129
[COMP] fluid_level_floodedness -44 0.092825
[COMP] fluid_level_floodedness -40 0.090286
[COMP] fluid_level_floodedness -36 0.087540
[COMP] fluid_level_floodedness -32 0.084612
[COMP] fluid_level_floodedness -28 0.081531
[COMP] fluid_level_floodedness -24 0.078321
[COMP] fluid_level_floodedness -20 0.075011
[COMP] fluid_level_floodedness -16 0.071623
[COMP] fluid_level_floodedness -12 0.068185
[COMP] fluid_level_floodedness -8 0.064721
[COMP] fluid_level_floodedness -4 0.061253
[COMP] fluid_level_floodedness 0 0.057805
[COMP] fluid_level_floodedness 4 0.054399
[COMP] fluid_level_floodedness 8 0.051056
[COMP] fluid_level_floodedness 12 0.047797
[COMP] fluid_level_floodedness 16 0.044641
[COMP] fluid_level_floodedness 20 0.041604
[COMP] fluid_level_floodedness 24 0.038706
[COMP] fluid_level_floodedness 28 0.035960
[COMP] fluid_level_floodedness 32 0.033382
[COMP] fluid_level_floodedness 36 0.030984
[COMP] fluid_level_floodedness 40 0.028778
[COMP] fluid_level_floodedness 44 0.026774
[COMP] fluid_level_floodedness 48 0.024981
[COMP] fluid_level_floodedness 52 0.023406
[COMP] fluid_level_floodedness 56 0.022054
[COMP] fluid_level_floodedness 60 0.020930
[COMP] fluid_level_floodedness 64 0.020035
[COMP] fluid_level_floodedness 68 0.019370
[COMP] fluid_level_floodedness 72 0.018934
[COMP] fluid_level_floodedness 76 0.018724
[COMP] fluid_level_floodedness 80 0.018735
[COMP] fluid_level_floodedness 84 0.018961
[COMP] fluid_level_floodedness 88 0.019392
[COMP] fluid_level_floodedness 92 0.020019
[COMP] fluid_level_floodedness 96 0.020829
[COMP] fluid_level_floodedness 100 0.021808
[COMP] fluid_level_floodedness 104 0.022939
[COMP] fluid_level_floodedness 108 0.024205
[COMP] fluid_level_floodedness 112 0.025585
[COMP] fluid_level_floodedness 116 0.027058
[COMP] fluid_level_floodedness 120 0.028598
[COMP] fluid_level_floodedness 124 0.030180
[COMP] fluid_level_floodedness 128 0.031776
[COMP] fluid_level_floodedness 132 0.033355
[COMP] fluid_level_floodedness 136 0.034954
[COMP] fluid_level_floodedness 140 0.036971
[COMP] fluid_level_floodedness 144 0.039839
[COMP] fluid_level_floodedness 148 0.043888
[COMP] fluid_level_floodedness 152 0.049361
[COMP] fluid_level_floodedness 156 0.056421
[COMP] fluid_level_floodedness 160 0.065156
[COMP] fluid_level_floodedness 164 0.075591
[COMP] fluid_level_floodedness 168 0.087693
[COMP] fluid_level_floodedness 172 0.101382
[COMP] fluid_level_floodedness 176 0.116531
[COMP] fluid_level_floodedness 180 0.132983
[COMP] fluid_level_floodedness 184 0.150547
[COMP] fluid_level_floodedness 188 0.169011
[COMP] fluid_level_floodedness 192 0.188143
[COMP] fluid_level_floodedness 196 0.207702
[COMP] fluid_level_floodedness 200 0.227436
[COMP] fluid_level_floodedness 204 0.247093
[COMP] fluid_level_floodedness 208 0.266422
[COMP] fluid_level_floodedness 212 0.285175
[COMP] fluid_level_floodedness 216 0.303116
[COMP] fluid_level_floodedness 220 0.320021
[COMP] fluid_level_floodedness 224 0.335680
[COMP] fluid_level_floodedness 228 0.349904
[COMP] fluid_level_floodedness 232 0.362520
[COMP] fluid_level_floodedness 236 0.373380
[COMP] fluid_level_floodedness 240 0.382361
[COMP] fluid_level_floodedness 244 0.389362
[COMP] fluid_level_floodedness 248 0.394311
[COMP] fluid_level_floodedness 252 0.397161
[COMP] fluid_level_floodedness 256 0.397892
[COMP] fluid_level_floodedness 260 0.396512
[COMP] fluid_level_floodedness 264 0.393054
[COMP] fluid_level_floodedness 268 0.387578
[COMP] fluid_level_floodedness 272 0.380167
[COMP] fluid_level_floodedness 276 0.370928
[COMP] fluid_level_floodedness 280 0.359991
[COMP] fluid_level_floodedness 284 0.347502
[COMP] fluid_level_floodedness 288 0.333627
[COMP] fluid_level_floodedness 292 0.318543
[COMP] fluid_level_floodedness 296 0.302440
[COMP] fluid_level_floodedness 300 0.285515
[COMP] fluid_level_floodedness 304 0.267968
[COMP] fluid_level_floodedness 308 0.250000
[COMP] fluid_level_floodedness 312 0.231806
[COMP] fluid_level_floodedness 316 0.213569
[COMP] fluid_level_spread -64 -0.293389
[COMP] fluid_level_spread -60 -0.375372
[COMP] fluid_level_spread -56 -0.411556
[COMP] fluid_level_spread -52 -0.385946
[COMP] fluid_level_spread -48 -0.299925
[COMP] fluid_level_spread -44 -0.170289
[COMP] fluid_level_spread -40 -0.024042
[COMP] fluid_level_spread -36 0.109865
[COMP] fluid_level_spread -32 0.211843
[COMP] fluid_level_spread -28 0.281057
[COMP] fluid_level_spread -24 0.307304
[COMP] fluid_level_spread -20 0.286383
[COMP] fluid_level_spread -16 0.238591
[COMP] fluid_level_spread -12 0.193765
[COMP] fluid_level_spread -8 0.172763
[COMP] fluid_level_spread -4 0.188001
[COMP] fluid_level_spread 0 0.242649
[COMP] fluid_level_spread 4 0.330995
[COMP] fluid_level_spread 8 0.440264
[COMP] fluid_level_spread 12 0.553889
[COMP] fluid_level_spread 16 0.655426
[COMP] fluid_level_spread 20 0.720823
[COMP] fluid_level_spread 24 0.728432
[COMP] fluid_level_spread 28 0.676327
[COMP] fluid_level_spread 32 0.567433
[COMP] fluid_level_spread 36 0.411888
[COMP] fluid_level_spread 40 0.237302
[COMP] fluid_level_spread 44 0.078929
[COMP] fluid_level_spread 48 -0.030344
[COMP] fluid_level_spread 52 -0.069382
[COMP] fluid_level_spread 56 -0.037567
[COMP] fluid_level_spread 60 0.037416
[COMP] fluid_level_spread 64 0.115986
[COMP] fluid_level_spread 68 0.180665
[COMP] fluid_level_spread 72 0.228193
[COMP] fluid_level_spread 76 0.258393
[COMP] fluid_level_spread 80 0.261614
[COMP] fluid_level_spread 84 0.228355
[COMP] fluid_level_spread 88 0.155023
[COMP] fluid_level_spread 92 0.046618
[COMP] fluid_level_spread 96 -0.083382
[COMP] fluid_level_spread 100 -0.215942
[COMP] fluid_level_spread 104 -0.332192
[COMP] fluid_level_spread 108 -0.419306
[COMP] fluid_level_spread 112 -0.472122
[COMP] fluid_level_spread 116 -0.505203
[COMP] fluid_level_spread 120 -0.529342
[COMP] fluid_level_spread 124 -0.530790
[COMP] fluid_level_spread 128 -0.496136
[COMP] fluid_level_spread 132 -0.418712
[COMP] fluid_level_spread 136 -0.301264
[COMP] fluid_level_spread 140 -0.155884
[COMP] fluid_level_spread 144 -0.001212
[COMP] fluid_level_spread 148 0.143079
[COMP] fluid_level_spread 152 0.258798
[COMP] fluid_level_spread 156 0.319849
[COMP] fluid_level_spread 160 0.324191
[COMP] fluid_level_spread 164 0.287382
[COMP] fluid_level_spread 168 0.220148
[COMP] fluid_level_spread 172 0.135085
[COMP] fluid_level_spread 176 0.047106
[COMP] fluid_level_spread 180 -0.028059
[COMP] fluid_level_spread 184 -0.076793
[COMP] fluid_level_spread 188 -0.091970
[COMP] fluid_level_spread 192 -0.078775
[COMP] fluid_level_spread 196 -0.057602
[COMP] fluid_level_spread 200 -0.031784
[COMP] fluid_level_spread 204 0.004520
[COMP] fluid_level_spread 208 0.041137
[COMP] fluid_level_spread 212 0.064886
[COMP] fluid_level_spread 216 0.072134
[COMP] fluid_level_spread 220 0.065593
[COMP] fluid_level_spread 224 0.051366
[COMP] fluid_level_spread 228 0.036783
[COMP] fluid_level_spread 232 0.029029
[COMP] fluid_level_spread 236 0.034572
[COMP] fluid_level_spread 240 0.059191
[COMP] fluid_level_spread 244 0.102490
[COMP] fluid_level_spread 248 0.149148
[COMP] fluid_level_spread 252 0.177349
[COMP] fluid_level_spread 256 0.175020
[COMP] fluid_level_spread 260 0.142818
[COMP] fluid_level_spread 264 0.090768
[COMP] fluid_level_spread 268 0.034340
[COMP] fluid_level_spread 272 -0.009932
[COMP] fluid_level_spread 276 -0.029288
[COMP] fluid_level_spread 280 -0.020044
[COMP] fluid_level_spread 284 0.006730
[COMP] fluid_level_spread 288 0.028674
[COMP] fluid_level_spread 292 0.039031
[COMP] fluid_level_spread 296 0.050545
[COMP] fluid_level_spread 300 0.068465
[COMP] fluid_level_spread 304 0.084445
[COMP] fluid_level_spread 308 0.085175
[COMP] fluid_level_spread 312 0.059212
[COMP] fluid_level_spread 316 0.001636
[COMP] lava -64 -0.577540
[COMP] lava -60 0.096822
[COMP] lava -56 0.537348
[COMP] lava -52 -0.526397
[COMP] lava -48 0.434790
[COMP] lava -44 0.242380
[COMP] lava -40 0.115222
[COMP] lava -36 -0.081193
[COMP] lava -32 0.297625
[COMP] lava -28 -0.305009
[COMP] lava -24 -0.306225
[COMP] lava -20 -0.645875
[COMP] lava -16 0.142868
[COMP] lava -12 0.793532
[COMP] lava -8 -0.291549
[COMP] lava -4 -0.560394
[COMP] lava 0 -0.334991
[COMP] lava 4 -0.445973
[COMP] lava 8 -0.607572
[COMP] lava 12 -0.342315
[COMP] lava 16 -0.631278
[COMP] lava 20 -0.747934
[COMP] lava 24 -0.159920
[COMP] lava 28 0.218781
[COMP] lava 32 0.324388
[COMP] lava 36 0.190025
[COMP] lava 40 0.673774
[COMP] lava 44 -0.069957
[COMP] lava 48 -0.071174
[COMP] lava 52 0.518990
[COMP] lava 56 -0.540036
[COMP] lava 60 0.111671
[COMP] lava 64 0.165099
[COMP] lava 68 0.836220
[COMP] lava 72 -0.107345
[COMP] lava 76 0.101233
[COMP] lava 80 0.330859
[COMP] lava 84 -0.321439
[COMP] lava 88 0.190980
[COMP] lava 92 0.444001
[COMP] lava 96 -0.131772
[COMP] lava 100 -0.253251
[COMP] lava 104 -0.375976
[COMP] lava 108 0.534748
[COMP] lava 112 0.311308
[COMP] lava 116 0.150553
[COMP] lava 120 0.423535
[COMP] lava 124 0.548349
[COMP] lava 128 0.364801
[COMP] lava 132 -0.473102
[COMP] lava 136 0.032789
[COMP] lava 140 0.187660
[COMP] lava 144 0.000975
[COMP] lava 148 0.528492
[COMP] lava 152 -0.021121
[COMP] lava 156 0.228950
[COMP] lava 160 0.328086
[COMP] lava 164 0.234333
[COMP] lava 168 -0.235208
[COMP] lava 172 -0.170355
[COMP] lava 176 0.038300
[COMP] lava 180 0.398241
[COMP] lava 184 -0.152413
[COMP] lava 188 0.167568
[COMP] lava 192 0.831708
[COMP] lava 196 -0.211722
[COMP] lava 200 -0.179710
[COMP] lava 204 -0.367090
[COMP] lava 208 0.155791
[COMP] lava 212 -0.276923
[COMP] lava 216 0.390651
[COMP] lava 220 0.246318
[COMP] lava 224 -0.083538
[COMP] lava 228 -0.468659
[COMP] lava 232 -0.211321
[COMP] lava 236 0.157297
[COMP] lava 240 0.355287
[COMP] lava 244 -0.249191
[COMP] lava 248 0.201297
[COMP] lava 252 0.068140
[COMP] lava 256 0.329640
[COMP] lava 260 0.628801
[COMP] lava 264 0.023821
[COMP] lava 268 0.034129
[COMP] lava 272 0.309098
[COMP] lava 276 0.465622
[COMP] lava 280 0.112607
[COMP] lava 284 -0.587276
[COMP] lava 288 -0.198906
[COMP] lava 292 -0.369505
[COMP] lava 296 -0.158609
[COMP] lava 300 -0.353572
[COMP] lava 304 -0.497473
[COMP] lava 308 0.449769
[COMP] lava 312 -0.601314
[COMP] lava 316 -0.089076
[COMP] vein_toggle -64 0.000000
[COMP] vein_toggle -60 -0.171610
[COMP] vein_toggle -56 -0.343220
[COMP] vein_toggle -52 -0.346762
[COMP] vein_toggle -48 -0.350305
[COMP] vein_toggle -44 -0.353212
[COMP] vein_toggle -40 -0.356119
[COMP] vein_toggle -36 -0.358556
[COMP] vein_toggle -32 -0.360993
[COMP] vein_toggle -28 -0.362953
[COMP] vein_toggle -24 -0.364913
[COMP] vein_toggle -20 -0.366107
[COMP] vein_toggle -16 -0.367302
[COMP] vein_toggle -12 -0.367143
[COMP] vein_toggle -8 -0.366984
[COMP] vein_toggle -4 -0.365016
[COMP] vein_toggle 0 -0.363048
[COMP] vein_toggle 4 -0.359140
[COMP] vein_toggle 8 -0.355232
[COMP] vein_toggle 12 -0.349483
[COMP] vein_toggle 16 -0.343733
[COMP] vein_toggle 20 -0.336332
[COMP] vein_toggle 24 -0.328932
[COMP] vein_toggle 28 -0.320005
[COMP] vein_toggle 32 -0.311078
[COMP] vein_toggle 36 -0.300496
[COMP] vein_toggle 40 -0.289914
[COMP] vein_toggle 44 -0.277081
[COMP] vein_toggle 48 -0.264248
[COMP] vein_toggle 52 -0.132124
[COMP] vein_toggle 56 0.000000
[COMP] vein_toggle 60 0.000000
[COMP] vein_toggle 64 0.000000
[COMP] vein_toggle 68 0.000000
[COMP] vein_toggle 72 0.000000
[COMP] vein_toggle 76 0.000000
[COMP] vein_toggle 80 0.000000
[COMP] vein_toggle 84 0.000000
[COMP] vein_toggle 88 0.000000
[COMP] vein_toggle 92 0.000000
[COMP] vein_toggle 96 0.000000
[COMP] vein_toggle 100 0.000000
[COMP] vein_toggle 104 0.000000
[COMP] vein_toggle 108 0.000000
[COMP] vein_toggle 112 0.000000
[COMP] vein_toggle 116 0.000000
[COMP] vein_toggle 120 0.000000
[COMP] vein_toggle 124 0.000000
[COMP] vein_toggle 128 0.000000
[COMP] vein_toggle 132 0.000000
[COMP] vein_toggle 136 0.000000
[COMP] vein_toggle 140 0.000000
[COMP] vein_toggle 144 0.000000
[COMP] vein_toggle 148 0.000000
[COMP] vein_toggle 152 0.000000
[COMP] vein_toggle 156 0.000000
[COMP] vein_toggle 160 0.000000
[COMP] vein_toggle 164 0.000000
[COMP] vein_toggle 168 0.000000
[COMP] vein_toggle 172 0.000000
[COMP] vein_toggle 176 0.000000
[COMP] vein_toggle 180 0.000000
[COMP] vein_toggle 184 0.000000
[COMP] vein_toggle 188 0.000000
[COMP] vein_toggle 192 0.000000
[COMP] vein_toggle 196 0.000000
[COMP] vein_toggle 200 0.000000
[COMP] vein_toggle 204 0.000000
[COMP] vein_toggle 208 0.000000
[COMP] vein_toggle 212 0.000000
[COMP] vein_toggle 216 0.000000
[COMP] vein_toggle 220 0.000000
[COMP] vein_toggle 224 0.000000
[COMP] vein_toggle 228 0.000000
[COMP] vein_toggle 232 0.000000
[COMP] vein_toggle 236 0.000000
[COMP] vein_toggle 240 0.000000
[COMP] vein_toggle 244 0.000000
[COMP] vein_toggle 248 0.000000
[COMP] vein_toggle 252 0.000000
[COMP] vein_toggle 256 0.000000
[COMP] vein_toggle 260 0.000000
[COMP] vein_toggle 264 0.000000
[COMP] vein_toggle 268 0.000000
[COMP] vein_toggle 272 0.000000
[COMP] vein_toggle 276 0.000000
[COMP] vein_toggle 280 0.000000
[COMP] vein_toggle 284 0.000000
[COMP] vein_toggle 288 0.000000
[COMP] vein_toggle 292 0.000000
[COMP] vein_toggle 296 0.000000
[COMP] vein_toggle 300 0.000000
[COMP] vein_toggle 304 0.000000
[COMP] vein_toggle 308 0.000000
[COMP] vein_toggle 312 0.000000
[COMP] vein_toggle 316 0.000000
[COMP] vein_ridged -64 -0.080000
[COMP] vein_ridged -60 -0.011110
[COMP] vein_ridged -56 0.057781
